"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTH CENTRAL","20","GLACIER","035","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","24,859","14.0"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTH CENTRAL","20","HILL","041","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","10,651","14.0"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTH CENTRAL","20","LIBERTY","051","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTH CENTRAL","20","PHILLIPS","071","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","48,450","14.0"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTH CENTRAL","20","PONDERA","073","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","13,501","14.0"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTH CENTRAL","20","TETON","099","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","23,329","14.0"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTH CENTRAL","20","TOOLE","101","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHEAST","30","DANIELS","019","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","5,741","14.0"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHEAST","30","DAWSON","021","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","21,355","14.0"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHEAST","30","GARFIELD","033","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","42,386","14.0"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHEAST","30","MCCONE","055","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHEAST","30","RICHLAND","083","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","25,842","14.0"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHEAST","30","ROOSEVELT","085","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHEAST","30","SHERIDAN","091","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHEAST","30","VALLEY","105","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","34,211","14.0"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHWEST","10","DEER LODGE","023","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","3,885","14.0"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHWEST","10","FLATHEAD","029","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHWEST","10","GRANITE","039","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHWEST","10","LAKE","047","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHWEST","10","LINCOLN","053","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHWEST","10","MINERAL","061","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","240","14.0"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHWEST","10","MISSOULA","063","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","5,227","14.0"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHWEST","10","POWELL","077","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHWEST","10","RAVALLI","081","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","NORTHWEST","10","SANDERS","089","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","8,844","14.0"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTH CENTRAL","80","BIG HORN","003","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTH CENTRAL","80","CARBON","009","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","26,151","14.0"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTH CENTRAL","80","PARK","067","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTH CENTRAL","80","STILLWATER","095","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","16,103","14.0"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTH CENTRAL","80","SWEET GRASS","097","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","24,656","14.0"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTH CENTRAL","80","TREASURE","103","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTH CENTRAL","80","YELLOWSTONE","111","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTHEAST","90","CARTER","011","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","43,415","14.0"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTHEAST","90","CUSTER","017","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","50,061","14.0"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTHEAST","90","FALLON","025","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","22,136","14.0"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTHEAST","90","POWDER RIVER","075","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTHEAST","90","PRAIRIE","079","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTHEAST","90","ROSEBUD","087","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","40,724","14.0"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTHEAST","90","WIBAUX","109","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTHWEST","70","BEAVERHEAD","001","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTHWEST","70","GALLATIN","031","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","14,026","14.0"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTHWEST","70","JEFFERSON","043","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","17,909","14.0"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTHWEST","70","MADISON","057","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","41,366","14.0"
"CENSUS","2022","END OF DEC","","COUNTY","MONTANA","30","SOUTHWEST","70","SILVER BOW","093","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","4,223","14.0"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","CENTRAL","50","BUFFALO","019","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","CENTRAL","50","CUSTER","041","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","CENTRAL","50","DAWSON","047","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","34,804","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","CENTRAL","50","GREELEY","077","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","CENTRAL","50","HALL","079","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","7,702","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","CENTRAL","50","HOWARD","093","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","14,077","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","CENTRAL","50","SHERMAN","163","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","20,153","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","CENTRAL","50","VALLEY","175","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","EAST","60","BUTLER","023","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","EAST","60","CASS","025","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","3,693","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","EAST","60","COLFAX","037","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","11,269","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","EAST","60","DODGE","053","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","EAST","60","DOUGLAS","055","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","329","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","EAST","60","HAMILTON","081","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","3,909","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","EAST","60","LANCASTER","109","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","10,555","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","EAST","60","MERRICK","121","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","EAST","60","NANCE","125","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","EAST","60","PLATTE","141","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","EAST","60","POLK","143","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","EAST","60","SARPY","153","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","EAST","60","SAUNDERS","155","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","EAST","60","SEWARD","159","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","8,868","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","EAST","60","WASHINGTON","177","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","3,779","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","EAST","60","YORK","185","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","4,616","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTH","20","ARTHUR","005","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTH","20","BLAINE","009","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","18,717","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTH","20","BOYD","015","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","16,672","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTH","20","BROWN","017","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","35,273","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTH","20","CHERRY","031","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","184,688","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTH","20","GARFIELD","071","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTH","20","GRANT","075","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTH","20","HOLT","089","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","92,518","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTH","20","HOOKER","091","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","15,520","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTH","20","KEYA PAHA","103","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTH","20","LOGAN","113","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTH","20","LOUP","115","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTH","20","MCPHERSON","117","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","26,379","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTH","20","ROCK","149","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","41,821","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTH","20","THOMAS","171","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTH","20","WHEELER","183","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","19,651","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTHEAST","30","ANTELOPE","003","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","23,677","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTHEAST","30","BOONE","011","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","16,338","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTHEAST","30","BURT","021","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","4,696","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTHEAST","30","CEDAR","027","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","17,901","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTHEAST","30","CUMING","039","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTHEAST","30","DAKOTA","043","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","3,471","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTHEAST","30","DIXON","051","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTHEAST","30","KNOX","107","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTHEAST","30","MADISON","119","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTHEAST","30","PIERCE","139","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTHEAST","30","STANTON","167","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTHEAST","30","THURSTON","173","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTHEAST","30","WAYNE","179","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","7,309","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTHWEST","10","BANNER","007","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","13,559","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTHWEST","10","BOX BUTTE","013","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","20,898","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTHWEST","10","CHEYENNE","033","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTHWEST","10","DAWES","045","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","31,809","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTHWEST","10","DEUEL","049","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","2,174","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTHWEST","10","GARDEN","069","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","34,444","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTHWEST","10","KIMBALL","105","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","10,548","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTHWEST","10","MORRILL","123","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTHWEST","10","SCOTTS BLUFF","157","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","13,444","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTHWEST","10","SHERIDAN","161","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","51,871","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","NORTHWEST","10","SIOUX","165","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","SOUTH","80","ADAMS","001","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","SOUTH","80","FRANKLIN","061","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","15,721","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","SOUTH","80","FURNAS","065","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","SOUTH","80","GOSPER","073","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","7,776","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","SOUTH","80","HARLAN","083","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","SOUTH","80","KEARNEY","099","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","5,256","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","SOUTH","80","PHELPS","137","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","6,997","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","SOUTH","80","WEBSTER","181","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","SOUTHEAST","90","CLAY","035","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","SOUTHEAST","90","FILLMORE","059","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","4,319","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","SOUTHEAST","90","GAGE","067","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","13,089","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","SOUTHEAST","90","JEFFERSON","095","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","6,118","8.9"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","SOUTHEAST","90","JOHNSON","097","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","SOUTHEAST","90","NEMAHA","127","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","NEBRASKA","31","SOUTHEAST","90","NUCKOLLS","129","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
